step,demo_index,cfg_scale,control_scale,variant,row_type,variant_a,variant_b,control_input_rms,control_input_mean_abs,control_input_zero_ratio,forward_delta_rms,forward_delta_mean_abs,forward_delta_zero_ratio,forward_delta_frame_active_ratio,forward_delta_cosine,forward_delta_relative_l2_difference,audio_rms,audio_peak,audio_silence_ratio,low_band_ratio,mid_band_ratio,high_band_ratio,low_mid_band_ratio,spectral_centroid_hz,warning
1,0,3.0,0.3,correct,variant,,,,,,,,,,,,1.231107473373413,2.155207633972168,0.0,4.943513953713457e-15,0.0,1.0,4.943513953713457e-15,22230.13065667889,
1,0,3.0,0.3,zero,variant,,,,,,,,,,,,1.231107473373413,2.155207633972168,0.0,4.943513953713457e-15,0.0,1.0,4.943513953713457e-15,22230.13065667889,
1,0,3.0,0.3,null,variant,,,,,,,,,,,,1.231107473373413,2.155207633972168,0.0,4.943513953713457e-15,0.0,1.0,4.943513953713457e-15,22230.13065667889,
1,0,3.0,1.0,correct,variant,,,,,,,,,,,,0.4314731955528259,0.7165855169296265,0.0,1.3316479427456749e-14,0.0,1.0,1.3316479427456749e-14,19397.934369667244,
1,1,3.0,1.0,correct,variant,,,,,,,,,,,,0.47038450837135315,0.6893686056137085,0.0,0.0,0.0,1.0,0.0,11508.371010739118,
1,0,3.0,1.0,correct,variant,,,,,,,,,,,,0.7352084517478943,1.0580487251281738,0.0,0.0,0.0,1.0,0.0,17960.346559334652,
1,1,3.0,1.0,correct,variant,,,,,,,,,,,,0.8598348498344421,1.6260100603103638,0.0,1.708345758728454e-14,0.0,1.0,1.708345758728454e-14,10914.520514745229,
1,0,3.0,1.0,correct,variant,,,,,,,,,,,,1.273819088935852,2.5889780521392822,0.0,1.4236505722149385e-15,0.0,1.0,1.4236505722149385e-15,18107.788695127205,
1,1,3.0,1.0,correct,variant,,,,,,,,,,,,0.6909087896347046,1.4285202026367188,0.0,0.0,0.0,1.0,0.0,19534.6424258948,
1,0,3.0,0.0,correct,variant,,,,,,,,,,,,0.6244297623634338,1.0597858428955078,0.0,2.4777059421913728e-14,0.0,1.0,2.4777059421913728e-14,14748.756257323357,
1,0,3.0,0.0,zero,variant,,,,,,,,,,,,0.6244297623634338,1.0597858428955078,0.0,2.4777059421913728e-14,0.0,1.0,2.4777059421913728e-14,14748.756257323357,
1,0,3.0,0.0,null,variant,,,,,,,,,,,,0.6244297623634338,1.0597858428955078,0.0,2.4777059421913728e-14,0.0,1.0,2.4777059421913728e-14,14748.756257323357,
1,0,3.0,0.3,correct,variant,,,,,,,,,,,,0.6244297623634338,1.0597858428955078,0.0,2.4777059421913728e-14,0.0,1.0,2.4777059421913728e-14,14748.756257323357,
1,0,3.0,0.3,zero,variant,,,,,,,,,,,,0.6244297623634338,1.0597858428955078,0.0,2.4777059421913728e-14,0.0,1.0,2.4777059421913728e-14,14748.756257323357,
